TimeStamp,y,x,Polarity
691927399.0,40.0,209.0,0.8187307530779818
691927409.0,43.0,96.0,1.2214027581601699
691927409.0,41.0,168.0,0.8187307530779818
691927409.0,42.0,19.0,0.8187307530779818
691927409.0,42.0,27.0,0.8187307530779818
691927410.0,46.0,98.0,0.8187307530779818
691927420.0,50.0,120.0,0.8187307530779818
691927420.0,50.0,238.0,1.2214027581601699
691927424.0,52.0,66.0,1.2214027581601699
691927424.0,52.0,123.0,0.8187307530779818
691927425.0,51.0,214.0,0.8187307530779818
691927429.0,55.0,32.0,0.8187307530779818
691927429.0,55.0,45.0,0.8187307530779818
691927436.0,59.0,214.0,0.8187307530779818
691927436.0,59.0,215.0,0.8187307530779818
691927436.0,60.0,98.0,0.8187307530779818
691927436.0,60.0,215.0,0.8187307530779818
691927440.0,58.0,37.0,0.8187307530779818
691927444.0,63.0,26.0,0.8187307530779818
691927444.0,62.0,48.0,0.8187307530779818
691927455.0,65.0,44.0,0.8187307530779818
691927455.0,65.0,82.0,0.8187307530779818
691927455.0,65.0,111.0,0.8187307530779818
691927456.0,71.0,230.0,1.2214027581601699
691927456.0,72.0,66.0,0.8187307530779818
691927456.0,72.0,103.0,0.8187307530779818
691927456.0,70.0,93.0,0.8187307530779818
691927457.0,69.0,94.0,0.8187307530779818
691927457.0,77.0,235.0,1.2214027581601699
691927461.0,79.0,71.0,0.8187307530779818
691927461.0,79.0,215.0,0.8187307530779818
691927472.0,76.0,99.0,0.8187307530779818
691927475.0,81.0,13.0,0.8187307530779818
691927475.0,81.0,237.0,1.2214027581601699
691927479.0,83.0,24.0,0.8187307530779818
691927479.0,83.0,78.0,0.8187307530779818
691927480.0,84.0,25.0,0.8187307530779818
691927480.0,84.0,89.0,0.8187307530779818
691927480.0,87.0,25.0,0.8187307530779818
691927480.0,88.0,9.0,0.8187307530779818
691927484.0,96.0,166.0,1.2214027581601699
691927484.0,96.0,193.0,0.8187307530779818
691927484.0,95.0,171.0,0.8187307530779818
691927484.0,95.0,195.0,1.2214027581601699
691927499.0,91.0,109.0,1.2214027581601699
691927503.0,98.0,198.0,0.8187307530779818
691927503.0,98.0,239.0,1.2214027581601699
691927503.0,97.0,204.0,0.8187307530779818
691927503.0,100.0,239.0,1.2214027581601699
691927511.0,102.0,185.0,1.2214027581601699
691927515.0,104.0,219.0,0.8187307530779818
691927515.0,109.0,92.0,0.8187307530779818
691927519.0,112.0,229.0,0.8187307530779818
691927522.0,106.0,65.0,0.8187307530779818
691927522.0,106.0,145.0,1.2214027581601699
691927533.0,113.0,177.0,0.8187307530779818
691927534.0,114.0,31.0,0.8187307530779818
691927534.0,114.0,101.0,0.8187307530779818
691927541.0,117.0,83.0,0.8187307530779818
691927541.0,117.0,134.0,1.2214027581601699
691927549.0,124.0,85.0,1.2214027581601699
691927549.0,123.0,38.0,0.8187307530779818
691927549.0,123.0,217.0,0.8187307530779818
691927549.0,122.0,94.0,0.8187307530779818
691927556.0,125.0,164.0,1.2214027581601699
691927557.0,126.0,107.0,0.8187307530779818
691927557.0,126.0,210.0,1.2214027581601699
691927564.0,137.0,214.0,0.8187307530779818
691927564.0,138.0,63.0,0.8187307530779818
691927564.0,138.0,134.0,1.2214027581601699
691927565.0,139.0,45.0,0.8187307530779818
691927565.0,140.0,81.0,0.8187307530779818
691927565.0,140.0,229.0,0.8187307530779818
691927576.0,142.0,72.0,0.8187307530779818
691927576.0,142.0,77.0,0.8187307530779818
691927576.0,142.0,83.0,0.8187307530779818
691927584.0,132.0,39.0,0.8187307530779818
691927591.0,135.0,221.0,0.8187307530779818
691927591.0,134.0,46.0,0.8187307530779818
691927591.0,134.0,215.0,0.8187307530779818
691927592.0,133.0,161.0,1.2214027581601699
691927592.0,146.0,3.0,0.8187307530779818
691927592.0,146.0,171.0,1.2214027581601699
691927599.0,151.0,109.0,0.8187307530779818
691927599.0,151.0,140.0,1.2214027581601699
691927600.0,152.0,45.0,0.8187307530779818
691927600.0,152.0,215.0,0.8187307530779818
691927611.0,157.0,49.0,0.8187307530779818
691927611.0,157.0,184.0,0.8187307530779818
691927611.0,159.0,5.0,0.8187307530779818
691927611.0,159.0,33.0,0.8187307530779818
691927611.0,159.0,117.0,0.8187307530779818
691927611.0,159.0,219.0,0.8187307530779818
691927611.0,159.0,229.0,0.8187307530779818
691927612.0,163.0,172.0,0.8187307530779818
691927612.0,163.0,201.0,0.8187307530779818
691927612.0,163.0,221.0,0.8187307530779818
691927612.0,163.0,239.0,0.8187307530779818
691927612.0,161.0,21.0,0.8187307530779818
691927612.0,161.0,47.0,0.8187307530779818
691927613.0,175.0,93.0,0.8187307530779818
691927613.0,175.0,103.0,0.8187307530779818
691927613.0,175.0,185.0,0.8187307530779818
691927613.0,175.0,213.0,0.8187307530779818
691927613.0,177.0,55.0,0.8187307530779818
691927613.0,177.0,61.0,0.8187307530779818
691927613.0,177.0,88.0,0.8187307530779818
691927614.0,2.0,75.0,1.2214027581601699
691927614.0,1.0,75.0,1.2214027581601699
691927618.0,5.0,197.0,0.8187307530779818
691927639.0,9.0,15.0,0.8187307530779818
691927639.0,9.0,17.0,0.8187307530779818
691927639.0,9.0,165.0,0.8187307530779818
691927639.0,9.0,213.0,0.8187307530779818
691927640.0,31.0,67.0,0.8187307530779818
691927640.0,32.0,39.0,0.8187307530779818
691927640.0,32.0,83.0,0.8187307530779818
691927641.0,30.0,171.0,0.8187307530779818
691927641.0,29.0,35.0,0.8187307530779818
691927652.0,21.0,236.0,1.2214027581601699
691927666.0,34.0,83.0,0.8187307530779818
691927666.0,35.0,72.0,0.8187307530779818
691927667.0,39.0,36.0,1.2214027581601699
691927674.0,41.0,38.0,0.8187307530779818
691927674.0,42.0,73.0,0.8187307530779818
691927674.0,42.0,157.0,0.8187307530779818
691927682.0,46.0,238.0,1.2214027581601699
691927693.0,49.0,213.0,0.8187307530779818
691927693.0,50.0,27.0,0.8187307530779818
691927697.0,52.0,35.0,1.2214027581601699
691927697.0,56.0,101.0,0.8187307530779818
691927697.0,56.0,219.0,0.8187307530779818
691927701.0,54.0,232.0,0.8187307530779818
691927701.0,53.0,30.0,0.8187307530779818
691927701.0,53.0,83.0,1.2214027581601699
691927705.0,58.0,100.0,0.8187307530779818
691927705.0,58.0,115.0,0.8187307530779818
691927705.0,59.0,77.0,0.8187307530779818
691927709.0,64.0,36.0,0.8187307530779818
691927709.0,64.0,60.0,0.8187307530779818
691927709.0,64.0,234.0,0.8187307530779818
691927710.0,63.0,18.0,0.8187307530779818
691927710.0,62.0,37.0,0.8187307530779818
691927710.0,61.0,101.0,0.8187307530779818
691927710.0,67.0,93.0,1.2214027581601699
691927711.0,68.0,109.0,0.8187307530779818
691927714.0,72.0,25.0,0.8187307530779818
691927715.0,70.0,107.0,0.8187307530779818
691927715.0,70.0,167.0,1.2214027581601699
691927729.0,80.0,27.0,0.8187307530779818
691927729.0,80.0,71.0,0.8187307530779818
691927730.0,74.0,25.0,0.8187307530779818
691927730.0,73.0,111.0,0.8187307530779818
691927730.0,73.0,117.0,0.8187307530779818
691927730.0,76.0,31.0,0.8187307530779818
691927730.0,76.0,52.0,0.8187307530779818
691927730.0,76.0,55.0,0.8187307530779818
691927730.0,76.0,63.0,0.8187307530779818
691927731.0,75.0,25.0,0.8187307530779818
691927731.0,83.0,57.0,0.8187307530779818
691927746.0,88.0,47.0,0.8187307530779818
691927749.0,93.0,33.0,0.8187307530779818
691927753.0,96.0,198.0,0.8187307530779818
691927753.0,96.0,200.0,1.2214027581601699
691927757.0,90.0,134.0,1.2214027581601699
691927757.0,89.0,106.0,0.8187307530779818
691927765.0,98.0,192.0,0.8187307530779818
691927765.0,98.0,240.0,1.2214027581601699
691927772.0,99.0,162.0,1.2214027581601699
691927772.0,101.0,25.0,0.8187307530779818
691927772.0,101.0,239.0,1.2214027581601699
691927773.0,102.0,147.0,1.2214027581601699
691927773.0,104.0,67.0,0.8187307530779818
691927773.0,103.0,215.0,0.8187307530779818
691927773.0,103.0,219.0,0.8187307530779818
691927781.0,111.0,51.0,1.2214027581601699
691927781.0,111.0,227.0,0.8187307530779818
691927781.0,111.0,233.0,0.8187307530779818
691927781.0,112.0,103.0,0.8187307530779818
691927785.0,105.0,215.0,0.8187307530779818
691927792.0,113.0,159.0,1.2214027581601699
691927792.0,113.0,227.0,0.8187307530779818
691927793.0,114.0,227.0,0.8187307530779818
691927793.0,116.0,27.0,0.8187307530779818
691927793.0,115.0,100.0,0.8187307530779818
691927793.0,118.0,238.0,1.2214027581601699
691927801.0,124.0,134.0,1.2214027581601699
691927801.0,124.0,223.0,0.8187307530779818
691927805.0,122.0,31.0,0.8187307530779818
691927805.0,121.0,231.0,0.8187307530779818
691927809.0,126.0,92.0,0.8187307530779818
691927809.0,128.0,37.0,0.8187307530779818
691927813.0,138.0,218.0,0.8187307530779818
691927817.0,140.0,43.0,0.8187307530779818
691927817.0,140.0,79.0,0.8187307530779818
691927817.0,139.0,79.0,0.8187307530779818
691927817.0,144.0,24.0,0.8187307530779818
691927817.0,144.0,57.0,0.8187307530779818
691927818.0,143.0,239.0,0.8187307530779818
691927818.0,142.0,65.0,0.8187307530779818
691927818.0,142.0,225.0,0.8187307530779818
691927818.0,141.0,56.0,0.8187307530779818
691927819.0,130.0,24.0,0.8187307530779818
691927822.0,131.0,133.0,1.2214027581601699
691927840.0,148.0,1.0,0.8187307530779818
691927840.0,148.0,134.0,1.2214027581601699
691927844.0,151.0,221.0,0.8187307530779818
691927845.0,152.0,37.0,0.8187307530779818
691927845.0,152.0,209.0,0.8187307530779818
691927845.0,150.0,107.0,0.8187307530779818
691927845.0,150.0,212.0,0.8187307530779818
691927845.0,150.0,223.0,0.8187307530779818
691927852.0,159.0,39.0,0.8187307530779818
691927853.0,169.0,107.0,0.8187307530779818
691927853.0,169.0,229.0,0.8187307530779818
691927853.0,170.0,21.0,0.8187307530779818
691927853.0,170.0,105.0,0.8187307530779818
691927853.0,170.0,209.0,0.8187307530779818
691927853.0,170.0,221.0,0.8187307530779818
691927853.0,170.0,231.0,0.8187307530779818
691927854.0,172.0,131.0,0.8187307530779818
691927854.0,172.0,221.0,0.8187307530779818
691927854.0,178.0,143.0,0.8187307530779818
691927854.0,168.0,203.0,0.8187307530779818
691927855.0,6.0,221.0,0.8187307530779818
691927855.0,5.0,9.0,1.2214027581601699
691927866.0,13.0,3.0,0.8187307530779818
691927871.0,12.0,236.0,1.2214027581601699
691927871.0,11.0,33.0,0.8187307530779818
691927871.0,10.0,101.0,0.8187307530779818
691927872.0,30.0,1.0,0.8187307530779818
691927872.0,29.0,95.0,1.2214027581601699
691927876.0,31.0,61.0,1.2214027581601699
691927883.0,27.0,1.0,0.8187307530779818
691927883.0,19.0,237.0,1.2214027581601699
691927887.0,33.0,43.0,0.8187307530779818
691927887.0,33.0,210.0,0.8187307530779818
691927898.0,40.0,36.0,1.2214027581601699
691927902.0,37.0,35.0,0.8187307530779818
691927902.0,37.0,82.0,0.8187307530779818
691927902.0,41.0,31.0,0.8187307530779818
691927902.0,41.0,69.0,1.2214027581601699
691927903.0,42.0,98.0,0.8187307530779818
691927910.0,45.0,27.0,0.8187307530779818
691927910.0,45.0,195.0,0.8187307530779818
691927910.0,45.0,204.0,0.8187307530779818
691927910.0,46.0,21.0,0.8187307530779818
691927914.0,48.0,35.0,1.2214027581601699
691927914.0,49.0,137.0,1.2214027581601699
691927922.0,52.0,52.0,0.8187307530779818
691927922.0,56.0,35.0,1.2214027581601699
691927922.0,56.0,239.0,1.2214027581601699
691927922.0,55.0,129.0,0.8187307530779818
691927922.0,55.0,214.0,0.8187307530779818
691927930.0,57.0,62.0,0.8187307530779818
691927930.0,57.0,239.0,1.2214027581601699
691927930.0,58.0,26.0,0.8187307530779818
691927930.0,59.0,78.0,1.2214027581601699
691927934.0,64.0,53.0,0.8187307530779818
691927934.0,64.0,75.0,0.8187307530779818
691927934.0,64.0,88.0,0.8187307530779818
691927934.0,64.0,239.0,1.2214027581601699
691927935.0,63.0,125.0,0.8187307530779818
691927946.0,72.0,167.0,1.2214027581601699
691927946.0,69.0,129.0,0.8187307530779818
691927957.0,65.0,233.0,0.8187307530779818
691927957.0,65.0,235.0,0.8187307530779818
691927957.0,77.0,237.0,1.2214027581601699
691927958.0,78.0,159.0,1.2214027581601699
691927958.0,78.0,200.0,1.2214027581601699
691927961.0,80.0,31.0,0.8187307530779818
691927961.0,80.0,107.0,0.8187307530779818
691927962.0,76.0,203.0,1.2214027581601699
691927962.0,76.0,223.0,0.8187307530779818
691927962.0,75.0,53.0,0.8187307530779818
691927962.0,73.0,103.0,0.8187307530779818
691927973.0,82.0,92.0,0.8187307530779818
691927981.0,88.0,38.0,0.8187307530779818
691927983.0,86.0,36.0,1.2214027581601699
691927983.0,93.0,223.0,0.8187307530779818
691927984.0,94.0,65.0,0.8187307530779818
691927984.0,95.0,198.0,0.8187307530779818
691927984.0,95.0,202.0,0.8187307530779818
691927984.0,95.0,206.0,0.8187307530779818
691927984.0,95.0,208.0,1.2214027581601699
691927984.0,95.0,239.0,1.2214027581601699
691927984.0,96.0,203.0,0.8187307530779818
691927988.0,91.0,239.0,1.2214027581601699
691927989.0,89.0,37.0,0.8187307530779818
691927989.0,89.0,215.0,0.8187307530779818
691927992.0,98.0,66.0,0.8187307530779818
691927992.0,98.0,169.0,0.8187307530779818
691927992.0,98.0,207.0,1.2214027581601699
691927993.0,97.0,198.0,0.8187307530779818
691928000.0,104.0,109.0,1.2214027581601699
691928000.0,104.0,192.0,1.2214027581601699
691928004.0,102.0,221.0,0.8187307530779818
691928004.0,101.0,121.0,0.8187307530779818
691928005.0,110.0,189.0,1.2214027581601699
691928005.0,109.0,36.0,0.8187307530779818
691928005.0,109.0,229.0,0.8187307530779818
691928005.0,111.0,133.0,1.2214027581601699
691928023.0,116.0,39.0,0.8187307530779818
691928024.0,115.0,91.0,0.8187307530779818
691928031.0,119.0,25.0,0.8187307530779818
691928031.0,119.0,45.0,0.8187307530779818
691928031.0,118.0,79.0,0.8187307530779818
691928032.0,117.0,67.0,0.8187307530779818
691928039.0,122.0,134.0,1.2214027581601699
691928043.0,125.0,93.0,0.8187307530779818
691928046.0,128.0,92.0,0.8187307530779818
691928064.0,144.0,39.0,0.8187307530779818
691928072.0,142.0,85.0,0.8187307530779818
691928072.0,129.0,212.0,1.2214027581601699
691928072.0,130.0,123.0,1.2214027581601699
691928073.0,132.0,236.0,0.8187307530779818
691928080.0,135.0,47.0,0.8187307530779818
691928080.0,135.0,119.0,0.8187307530779818
691928081.0,134.0,146.0,1.2214027581601699
691928088.0,148.0,227.0,0.8187307530779818
691928088.0,147.0,35.0,0.8187307530779818
691928088.0,147.0,107.0,0.8187307530779818
691928088.0,147.0,214.0,0.8187307530779818
691928088.0,147.0,216.0,0.8187307530779818
691928089.0,151.0,17.0,0.8187307530779818
691928089.0,151.0,212.0,0.8187307530779818
691928089.0,152.0,69.0,0.8187307530779818
691928093.0,156.0,192.0,0.8187307530779818
691928093.0,158.0,9.0,0.8187307530779818
691928093.0,158.0,11.0,0.8187307530779818
691928093.0,158.0,21.0,0.8187307530779818
691928093.0,158.0,31.0,0.8187307530779818
691928093.0,158.0,59.0,0.8187307530779818
691928093.0,158.0,81.0,0.8187307530779818
691928093.0,158.0,97.0,0.8187307530779818
691928093.0,158.0,173.0,0.8187307530779818
691928093.0,158.0,177.0,0.8187307530779818
691928093.0,158.0,189.0,0.8187307530779818
691928095.0,180.0,25.0,0.8187307530779818
